SalesOrderId,SalesOrderNo,creationDate,channel,Mode of payment,customerId,StoreID,terminalID,returnOrderId,recordType,,
24674,S22773,10/4/2019,Direct selling,Googlepay,C000012304,0,22973,,Contract Purchase Orders (CPO),,
24675,S22774,10/5/2019,Direct selling,Googlepay,C000012305,0,22974,,Contract Purchase Orders (CPO),,
24676,S22775,17/5/2019,Direct selling,Googlepay,C000012306,0,22975,,Contract Purchase Orders (CPO),,
24677,S22776,20/5/2019,Direct selling,Googlepay,C000012307,0,22976,,Contract Purchase Orders (CPO),,
24678,S22777,22/5/2019,Direct selling,Googlepay,C000012308,0,22977,,Contract Purchase Orders (CPO),,
24679,S22778,23/5/2019,Direct selling,Googlepay,C000012309,0,22978,,Contract Purchase Orders (CPO),,
24680,S22779,24/5/2019,Direct selling,Googlepay,C000012310,0,22979,,Contract Purchase Orders (CPO),,
24681,S22780,10/6/2019,Direct selling,Googlepay,C000012311,0,22980,,Contract Purchase Orders (CPO),,
24682,S22781,14/6/2019,Direct selling,Googlepay,C000012312,0,22981,,Contract Purchase Orders (CPO),,
24683,S22782,18/6/2019,Direct selling,Googlepay,C000012313,0,22982,,Contract Purchase Orders (CPO),,
24684,S22783,10/1/2019,Direct selling,Googlepay,C000012314,0,22983,,Contract Purchase Orders (CPO),,
24685,S22784,14/1/2019,Direct selling,Googlepay,C000012315,0,22984,,Contract Purchase Orders (CPO),,
24686,S22785,2/2/2019,Direct selling,Googlepay,C000012316,0,22985,,Contract Purchase Orders (CPO),,
24687,S22786,10/2/2019,Direct selling,Googlepay,C000012317,0,22986,,Contract Purchase Orders (CPO),,
24688,S22787,27/2/2019,Direct selling,Googlepay,C000012318,0,22987,,Contract Purchase Orders (CPO),,
24689,S22788,15/3/2019,Direct selling,Googlepay,C000012319,0,22988,,Contract Purchase Orders (CPO),,
24690,S22789,28/3/2019,Direct selling,Googlepay,C000012320,0,22989,,Contract Purchase Orders (CPO),,
24691,S22790,29/3/2019,Direct selling,Googlepay,C000012321,0,22990,,Contract Purchase Orders (CPO),,
24692,S22791,1/4/2019,Direct selling,Googlepay,C000012322,0,22991,,Contract Purchase Orders (CPO),,
24693,S22792,6/4/2019,Direct selling,Googlepay,C000012323,0,22992,,Contract Purchase Orders (CPO),,
24694,S22793,10/4/2019,Direct selling,Googlepay,C000012324,0,22993,,Contract Purchase Orders (CPO),,
24695,S22794,10/5/2019,Direct selling,Googlepay,C000012325,0,22994,,Contract Purchase Orders (CPO),,
24696,S22795,17/5/2019,Direct selling,Googlepay,C000012326,0,22995,,Contract Purchase Orders (CPO),,
24697,S22796,20/5/2019,Direct selling,Googlepay,C000012327,0,22996,,Contract Purchase Orders (CPO),,
24698,S22797,22/5/2019,Direct selling,Googlepay,C000012328,0,22997,,Contract Purchase Orders (CPO),,
24699,S22798,23/5/2019,Direct selling,Googlepay,C000012329,0,22998,,Contract Purchase Orders (CPO),,
24700,S22799,24/5/2019,Direct selling,Googlepay,C000012330,0,22999,,Contract Purchase Orders (CPO),,
24701,S22800,10/6/2019,Direct selling,Googlepay,C000012331,0,23000,,Contract Purchase Orders (CPO),,
24702,S22801,14/6/2019,Direct selling,Googlepay,C000012332,0,23001,,Contract Purchase Orders (CPO),,
24703,S22802,18/6/2019,Direct selling,Googlepay,C000012333,0,23002,,Contract Purchase Orders (CPO),,
24704,S22803,10/1/2019,Direct selling,Googlepay,C000012334,0,23003,,Contract Purchase Orders (CPO),,
24705,S22804,14/1/2019,Direct selling,Googlepay,C000012335,0,23004,,Contract Purchase Orders (CPO),,
24706,S22805,2/2/2019,Direct selling,Googlepay,C000012336,0,23005,,Contract Purchase Orders (CPO),,
24707,S22806,10/2/2019,Direct selling,Googlepay,C000012337,0,23006,,Contract Purchase Orders (CPO),,
24708,S22807,27/2/2019,Direct selling,Googlepay,C000012338,0,23007,,Contract Purchase Orders (CPO),,
24709,S22808,15/3/2019,Direct selling,Googlepay,C000012339,0,23008,,Contract Purchase Orders (CPO),,
24710,S22809,28/3/2019,Direct selling,Googlepay,C000012340,0,23009,,Contract Purchase Orders (CPO),,
24711,S22810,29/3/2019,Direct selling,Googlepay,C000012341,0,23010,,Contract Purchase Orders (CPO),,
24712,S22811,1/4/2019,Direct selling,Googlepay,C000012342,0,23011,,Contract Purchase Orders (CPO),,
24713,S22812,6/4/2019,Direct selling,Googlepay,C000012343,0,23012,,Contract Purchase Orders (CPO),,
24714,S22813,10/4/2019,Direct selling,Googlepay,C000012344,0,23013,,Contract Purchase Orders (CPO),,
24715,S22814,10/5/2019,Direct selling,Googlepay,C000012345,0,23014,,Contract Purchase Orders (CPO),,
24716,S22815,17/5/2019,Direct selling,Googlepay,C000012346,0,23015,,Contract Purchase Orders (CPO),,
24717,S22816,20/5/2019,Direct selling,Googlepay,C000012347,0,23016,,Contract Purchase Orders (CPO),,
24718,S22817,22/5/2019,Direct selling,Googlepay,C000012348,0,23017,,Contract Purchase Orders (CPO),,
24719,S22818,23/5/2019,Direct selling,Googlepay,C000012349,0,23018,,Contract Purchase Orders (CPO),,
24720,S22819,24/5/2019,Direct selling,Googlepay,C000012350,0,23019,,Contract Purchase Orders (CPO),,
24721,S22820,10/6/2019,Direct selling,Googlepay,C000012351,0,23020,,Contract Purchase Orders (CPO),,
24722,S22821,14/6/2019,Direct selling,Googlepay,C000012352,0,23021,,Contract Purchase Orders (CPO),,
24723,S22822,18/6/2019,Direct selling,Googlepay,C000012353,0,23022,,Contract Purchase Orders (CPO),,
24724,S22823,10/1/2019,Direct selling,Googlepay,C000012354,0,23023,,Contract Purchase Orders (CPO),,
24725,S22824,14/1/2019,Direct selling,Googlepay,C000012355,0,23024,,Contract Purchase Orders (CPO),,
24726,S22825,2/2/2019,Direct selling,Googlepay,C000012356,0,23025,,Contract Purchase Orders (CPO),,
24727,S22826,10/2/2019,Direct selling,Googlepay,C000012357,0,23026,,Contract Purchase Orders (CPO),,
24728,S22827,27/2/2019,Direct selling,Googlepay,C000012358,0,23027,,Contract Purchase Orders (CPO),,
24729,S22828,15/3/2019,Direct selling,Googlepay,C000012359,0,23028,,Contract Purchase Orders (CPO),,
24730,S22829,28/3/2019,Direct selling,Googlepay,C000012360,0,23029,,Contract Purchase Orders (CPO),,
24731,S22830,29/3/2019,Direct selling,Googlepay,C000012361,0,23030,,Contract Purchase Orders (CPO),,
24732,S22831,1/4/2019,Direct selling,Googlepay,C000012362,0,23031,,Contract Purchase Orders (CPO),,
24733,S22832,6/4/2019,Direct selling,Googlepay,C000012363,0,23032,,Contract Purchase Orders (CPO),,
24734,S22833,10/4/2019,Direct selling,Googlepay,C000012364,0,23033,,Contract Purchase Orders (CPO),,
24735,S22834,10/5/2019,Direct selling,Googlepay,C000012365,0,23034,,Contract Purchase Orders (CPO),,
24736,S22835,17/5/2019,Direct selling,Googlepay,C000012366,0,23035,,Contract Purchase Orders (CPO),,
24737,S22836,20/5/2019,Direct selling,Googlepay,C000012367,0,23036,,Contract Purchase Orders (CPO),,
24738,S22837,22/5/2019,Direct selling,Googlepay,C000012368,0,23037,,Contract Purchase Orders (CPO),,
24739,S22838,23/5/2019,Direct selling,Googlepay,C000012369,0,23038,,Contract Purchase Orders (CPO),,
24740,S22839,24/5/2019,Direct selling,Googlepay,C000012370,0,23039,,Contract Purchase Orders (CPO),,
24741,S22840,10/6/2019,Direct selling,Googlepay,C000012371,0,23040,,Contract Purchase Orders (CPO),,
24742,S22841,14/6/2019,Direct selling,Googlepay,C000012372,0,23041,,Contract Purchase Orders (CPO),,
24743,S22842,18/6/2019,Direct selling,Googlepay,C000012373,0,23042,,Contract Purchase Orders (CPO),,
24744,S22843,10/1/2019,Direct selling,Googlepay,C000012374,0,23043,,Contract Purchase Orders (CPO),,
24745,S22844,14/1/2019,Direct selling,Googlepay,C000012375,0,23044,,Contract Purchase Orders (CPO),,
24746,S22845,2/2/2019,Direct selling,Googlepay,C000012376,0,23045,,Contract Purchase Orders (CPO),,
24747,S22846,10/2/2019,Direct selling,Googlepay,C000012377,0,23046,,Contract Purchase Orders (CPO),,
24748,S22847,27/2/2019,Direct selling,Googlepay,C000012378,0,23047,,Contract Purchase Orders (CPO),,
24749,S22848,15/3/2019,Direct selling,Googlepay,C000012379,0,23048,,Contract Purchase Orders (CPO),,
24750,S22849,28/3/2019,Direct selling,Googlepay,C000012380,0,23049,,Contract Purchase Orders (CPO),,
24751,S22850,29/3/2019,Direct selling,Googlepay,C000012381,0,23050,,Contract Purchase Orders (CPO),,
24752,S22851,1/4/2019,Direct selling,Googlepay,C000012382,0,23051,,Contract Purchase Orders (CPO),,
24753,S22852,6/4/2019,Direct selling,Googlepay,C000012383,0,23052,,Contract Purchase Orders (CPO),,
24754,S22853,10/4/2019,Direct selling,Googlepay,C000012384,0,23053,,Contract Purchase Orders (CPO),,
24755,S22854,10/5/2019,Direct selling,Googlepay,C000012385,0,23054,,Contract Purchase Orders (CPO),,
24756,S22855,17/5/2019,Direct selling,Googlepay,C000012386,0,23055,,Contract Purchase Orders (CPO),,
24757,S22856,20/5/2019,Direct selling,Googlepay,C000012387,0,23056,,Contract Purchase Orders (CPO),,
24758,S22857,22/5/2019,Direct selling,Googlepay,C000012388,0,23057,,Contract Purchase Orders (CPO),,
24759,S22858,23/5/2019,Direct selling,Googlepay,C000012389,0,23058,,Contract Purchase Orders (CPO),,
24760,S22859,24/5/2019,Direct selling,Googlepay,C000012390,0,23059,,Contract Purchase Orders (CPO),,
24761,S22860,10/6/2019,Direct selling,Googlepay,C000012391,0,23060,,Contract Purchase Orders (CPO),,
24762,S22861,14/6/2019,Direct selling,Googlepay,C000012392,0,23061,,Contract Purchase Orders (CPO),,
24763,S22862,18/6/2019,Direct selling,Googlepay,C000012393,0,23062,,Contract Purchase Orders (CPO),,
24764,S22863,10/1/2019,Direct selling,Googlepay,C000012394,0,23063,,Contract Purchase Orders (CPO),,
24765,S22864,14/1/2019,Direct selling,Googlepay,C000012395,0,23064,,Contract Purchase Orders (CPO),,
24766,S22865,2/2/2019,Direct selling,Googlepay,C000012396,0,23065,,Contract Purchase Orders (CPO),,
24767,S22866,10/2/2019,Direct selling,Googlepay,C000012397,0,23066,,Contract Purchase Orders (CPO),,
24768,S22867,27/2/2019,Direct selling,Googlepay,C000012398,0,23067,,Contract Purchase Orders (CPO),,
24769,S22868,15/3/2019,Direct selling,Googlepay,C000012399,0,23068,,Contract Purchase Orders (CPO),,
24770,S22869,28/3/2019,Direct selling,Googlepay,C000012400,0,23069,,Contract Purchase Orders (CPO),,
24771,S22870,29/3/2019,Direct selling,Googlepay,C000012401,0,23070,,Contract Purchase Orders (CPO),,
24772,S22871,1/4/2019,Direct selling,Googlepay,C000012402,0,23071,,Contract Purchase Orders (CPO),,
24773,S22872,6/4/2019,Direct selling,Googlepay,C000012403,0,23072,,Contract Purchase Orders (CPO),,
24774,S22873,10/4/2019,Direct selling,Googlepay,C000012404,0,23073,,Contract Purchase Orders (CPO),,
24775,S22874,10/5/2019,Direct selling,Googlepay,C000012405,0,23074,,Contract Purchase Orders (CPO),,
24776,S22875,17/5/2019,Direct selling,Googlepay,C000012406,0,23075,,Contract Purchase Orders (CPO),,
24777,S22876,20/5/2019,Direct selling,Googlepay,C000012407,0,23076,,Contract Purchase Orders (CPO),,
24778,S22877,22/5/2019,Direct selling,Googlepay,C000012408,0,23077,,Contract Purchase Orders (CPO),,
24779,S22878,23/5/2019,Direct selling,Googlepay,C000012409,0,23078,,Contract Purchase Orders (CPO),,
24780,S22879,24/5/2019,Direct selling,Googlepay,C000012410,0,23079,,Contract Purchase Orders (CPO),,
24781,S22880,10/6/2019,Direct selling,Googlepay,C000012411,0,23080,,Contract Purchase Orders (CPO),,
24782,S22881,14/6/2019,Direct selling,Googlepay,C000012412,0,23081,,Contract Purchase Orders (CPO),,
24783,S22882,18/6/2019,Direct selling,Googlepay,C000012413,0,23082,,Contract Purchase Orders (CPO),,
24784,S22883,10/1/2019,Direct selling,Googlepay,C000012414,0,23083,,Contract Purchase Orders (CPO),,
24785,S22884,14/1/2019,Direct selling,Googlepay,C000012415,0,23084,,Contract Purchase Orders (CPO),,
24786,S22885,2/2/2019,Direct selling,Googlepay,C000012416,0,23085,,Contract Purchase Orders (CPO),,
24787,S22886,10/2/2019,Direct selling,Googlepay,C000012417,0,23086,,Contract Purchase Orders (CPO),,
24788,S22887,27/2/2019,Direct selling,Googlepay,C000012418,0,23087,,Contract Purchase Orders (CPO),,
24789,S22888,15/3/2019,Direct selling,Googlepay,C000012419,0,23088,,Contract Purchase Orders (CPO),,
24790,S22889,28/3/2019,Direct selling,Googlepay,C000012420,0,23089,,Contract Purchase Orders (CPO),,
24791,S22890,29/3/2019,Direct selling,Googlepay,C000012421,0,23090,,Contract Purchase Orders (CPO),,
24792,S22891,1/4/2019,Direct selling,Googlepay,C000012422,0,23091,,Contract Purchase Orders (CPO),,
24793,S22892,6/4/2019,Direct selling,Googlepay,C000012423,0,23092,,Contract Purchase Orders (CPO),,
24794,S22893,10/4/2019,Direct selling,Googlepay,C000012424,0,23093,,Contract Purchase Orders (CPO),,
24795,S22894,10/5/2019,Direct selling,Googlepay,C000012425,0,23094,,Contract Purchase Orders (CPO),,
24796,S22895,17/5/2019,Direct selling,Googlepay,C000012426,0,23095,,Contract Purchase Orders (CPO),,
24797,S22896,20/5/2019,Direct selling,Googlepay,C000012427,0,23096,,Contract Purchase Orders (CPO),,
24798,S22897,22/5/2019,Direct selling,Googlepay,C000012428,0,23097,,Contract Purchase Orders (CPO),,
24799,S22898,23/5/2019,Direct selling,Googlepay,C000012429,0,23098,,Contract Purchase Orders (CPO),,
24800,S22899,24/5/2019,Direct selling,Googlepay,C000012430,0,23099,,Contract Purchase Orders (CPO),,
24801,S22900,10/6/2019,Direct selling,Googlepay,C000012431,0,23100,,Contract Purchase Orders (CPO),,
24802,S22901,14/6/2019,Direct selling,Googlepay,C000012432,0,23101,,Contract Purchase Orders (CPO),,
24803,S22902,18/6/2019,Direct selling,Googlepay,C000012433,0,23102,,Contract Purchase Orders (CPO),,
24804,S22903,10/1/2019,Direct selling,Googlepay,C000012434,0,23103,,Contract Purchase Orders (CPO),,
24805,S22904,14/1/2019,Direct selling,Googlepay,C000012435,0,23104,,Contract Purchase Orders (CPO),,
24806,S22905,2/2/2019,Direct selling,Googlepay,C000012436,0,23105,,Contract Purchase Orders (CPO),,
24807,S22906,10/2/2019,Direct selling,Googlepay,C000012437,0,23106,,Contract Purchase Orders (CPO),,
24808,S22907,27/2/2019,Direct selling,Googlepay,C000012438,0,23107,,Contract Purchase Orders (CPO),,
24809,S22908,15/3/2019,Direct selling,Googlepay,C000012439,0,23108,,Contract Purchase Orders (CPO),,
24810,S22909,28/3/2019,Direct selling,Googlepay,C000012440,0,23109,,Contract Purchase Orders (CPO),,
24811,S22910,29/3/2019,Direct selling,Googlepay,C000012441,0,23110,,Contract Purchase Orders (CPO),,
24812,S22911,1/4/2019,Direct selling,Googlepay,C000012442,0,23111,,Contract Purchase Orders (CPO),,
24813,S22912,6/4/2019,Direct selling,Googlepay,C000012443,0,23112,,Contract Purchase Orders (CPO),,
24814,S22913,10/4/2019,Direct selling,Googlepay,C000012444,0,23113,,Contract Purchase Orders (CPO),,
24815,S22914,10/5/2019,Direct selling,Googlepay,C000012445,0,23114,,Contract Purchase Orders (CPO),,
24816,S22915,17/5/2019,Direct selling,Googlepay,C000012446,0,23115,,Contract Purchase Orders (CPO),,
24817,S22916,20/5/2019,Direct selling,Googlepay,C000012447,0,23116,,Contract Purchase Orders (CPO),,
24818,S22917,22/5/2019,Direct selling,Googlepay,C000012448,0,23117,,Contract Purchase Orders (CPO),,
24819,S22918,23/5/2019,Direct selling,Googlepay,C000012449,0,23118,,Contract Purchase Orders (CPO),,
24820,S22919,24/5/2019,Direct selling,Googlepay,C000012450,0,23119,,Contract Purchase Orders (CPO),,
24821,S22920,10/6/2019,Direct selling,Googlepay,C000012451,0,23120,,Contract Purchase Orders (CPO),,
24822,S22921,14/6/2019,Direct selling,Googlepay,C000012452,0,23121,,Contract Purchase Orders (CPO),,
24823,S22922,18/6/2019,Direct selling,Googlepay,C000012453,0,23122,,Contract Purchase Orders (CPO),,
24824,S22923,10/1/2019,Direct selling,Googlepay,C000012454,0,23123,,Contract Purchase Orders (CPO),,
24825,S22924,14/1/2019,Direct selling,Googlepay,C000012455,0,23124,,Contract Purchase Orders (CPO),,
24826,S22925,2/2/2019,Direct selling,Googlepay,C000012456,0,23125,,Contract Purchase Orders (CPO),,
24827,S22926,10/2/2019,Direct selling,Googlepay,C000012457,0,23126,,Contract Purchase Orders (CPO),,
24828,S22927,27/2/2019,Direct selling,Googlepay,C000012458,0,23127,,Contract Purchase Orders (CPO),,
24829,S22928,15/3/2019,Direct selling,Googlepay,C000012459,0,23128,,Contract Purchase Orders (CPO),,
24830,S22929,28/3/2019,Direct selling,Googlepay,C000012460,0,23129,,Contract Purchase Orders (CPO),,
24831,S22930,29/3/2019,Direct selling,Googlepay,C000012461,0,23130,,Contract Purchase Orders (CPO),,
24832,S22931,1/4/2019,Direct selling,Googlepay,C000012462,0,23131,,Contract Purchase Orders (CPO),,
24833,S22932,6/4/2019,Direct selling,Googlepay,C000012463,0,23132,,Contract Purchase Orders (CPO),,
24834,S22933,10/4/2019,Direct selling,Googlepay,C000012464,0,23133,,Contract Purchase Orders (CPO),,
24835,S22934,10/5/2019,Direct selling,Googlepay,C000012465,0,23134,,Contract Purchase Orders (CPO),,
24836,S22935,17/5/2019,Direct selling,Googlepay,C000012466,0,23135,,Contract Purchase Orders (CPO),,
24837,S22936,20/5/2019,Direct selling,Googlepay,C000012467,0,23136,,Contract Purchase Orders (CPO),,
24838,S22937,22/5/2019,Direct selling,Googlepay,C000012468,0,23137,,Contract Purchase Orders (CPO),,
24839,S22938,23/5/2019,Direct selling,Googlepay,C000012469,0,23138,,Contract Purchase Orders (CPO),,
24840,S22939,24/5/2019,Direct selling,Googlepay,C000012470,0,23139,,Contract Purchase Orders (CPO),,
24841,S22940,10/6/2019,Direct selling,Googlepay,C000012471,0,23140,,Contract Purchase Orders (CPO),,
24842,S22941,14/6/2019,Direct selling,Googlepay,C000012472,0,23141,,Contract Purchase Orders (CPO),,
24843,S22942,18/6/2019,Direct selling,Googlepay,C000012473,0,23142,,Contract Purchase Orders (CPO),,
24844,S22943,10/1/2019,Direct selling,Googlepay,C000012474,0,23143,,Contract Purchase Orders (CPO),,
24845,S22944,14/1/2019,Direct selling,Googlepay,C000012475,0,23144,,Contract Purchase Orders (CPO),,
24846,S22945,2/2/2019,Direct selling,Googlepay,C000012476,0,23145,,Contract Purchase Orders (CPO),,
24847,S22946,10/2/2019,Direct selling,Googlepay,C000012477,0,23146,,Contract Purchase Orders (CPO),,
24848,S22947,27/2/2019,Direct selling,Googlepay,C000012478,0,23147,,Contract Purchase Orders (CPO),,
24849,S22948,15/3/2019,Direct selling,Googlepay,C000012479,0,23148,,Contract Purchase Orders (CPO),,
24850,S22949,28/3/2019,Direct selling,Googlepay,C000012480,0,23149,,Contract Purchase Orders (CPO),,
24851,S22950,29/3/2019,Direct selling,Googlepay,C000012481,0,23150,,Contract Purchase Orders (CPO),,
24852,S22951,1/4/2019,Direct selling,Googlepay,C000012482,0,23151,,Contract Purchase Orders (CPO),,
24853,S22952,6/4/2019,Direct selling,Googlepay,C000012483,0,23152,,Contract Purchase Orders (CPO),,
24854,S22953,10/4/2019,Direct selling,Googlepay,C000012484,0,23153,,Contract Purchase Orders (CPO),,
24855,S22954,10/5/2019,Direct selling,Googlepay,C000012485,0,23154,,Contract Purchase Orders (CPO),,
24856,S22955,17/5/2019,Direct selling,Googlepay,C000012486,0,23155,,Contract Purchase Orders (CPO),,
24857,S22956,20/5/2019,Direct selling,Googlepay,C000012487,0,23156,,Contract Purchase Orders (CPO),,
24858,S22957,22/5/2019,Direct selling,Googlepay,C000012488,0,23157,,Contract Purchase Orders (CPO),,
24859,S22958,23/5/2019,Direct selling,Googlepay,C000012489,0,23158,,Contract Purchase Orders (CPO),,
24860,S22959,24/5/2019,Direct selling,Googlepay,C000012490,0,23159,,Contract Purchase Orders (CPO),,
24861,S22960,10/6/2019,Direct selling,Googlepay,C000012491,0,23160,,Contract Purchase Orders (CPO),,
24862,S22961,14/6/2019,Direct selling,Googlepay,C000012492,0,23161,,Contract Purchase Orders (CPO),,
24863,S22962,18/6/2019,Direct selling,Googlepay,C000012493,0,23162,,Contract Purchase Orders (CPO),,
24864,S22963,10/1/2019,Direct selling,Googlepay,C000012494,0,23163,,Contract Purchase Orders (CPO),,
24865,S22964,14/1/2019,Direct selling,Googlepay,C000012495,0,23164,,Contract Purchase Orders (CPO),,
24866,S22965,2/2/2019,Direct selling,Googlepay,C000012496,0,23165,,Contract Purchase Orders (CPO),,
24867,S22966,10/2/2019,Direct selling,Googlepay,C000012497,0,23166,,Contract Purchase Orders (CPO),,
24868,S22967,27/2/2019,Direct selling,Googlepay,C000012498,0,23167,,Contract Purchase Orders (CPO),,
24869,S22968,15/3/2019,Direct selling,Googlepay,C000012499,0,23168,,Contract Purchase Orders (CPO),,
24870,S22969,28/3/2019,Direct selling,Googlepay,C000012500,0,23169,,Contract Purchase Orders (CPO),,
24871,S22970,29/3/2019,Direct selling,Googlepay,C000012501,0,23170,,Contract Purchase Orders (CPO),,
24872,S22971,1/4/2019,Direct selling,Googlepay,C000012502,0,23171,,Contract Purchase Orders (CPO),,
24873,S22972,6/4/2019,Direct selling,Googlepay,C000012503,0,23172,,Contract Purchase Orders (CPO),,
24874,S22973,10/4/2019,Direct selling,Googlepay,C000012504,0,23173,,Contract Purchase Orders (CPO),,
24875,S22974,10/5/2019,Direct selling,Googlepay,C000012505,0,23174,,Contract Purchase Orders (CPO),,
24876,S22975,17/5/2019,Direct selling,Googlepay,C000012506,0,23175,,Contract Purchase Orders (CPO),,
24877,S22976,20/5/2019,Direct selling,Googlepay,C000012507,0,23176,,Contract Purchase Orders (CPO),,
24878,S22977,22/5/2019,Direct selling,Googlepay,C000012508,0,23177,,Contract Purchase Orders (CPO),,
24879,S22978,23/5/2019,Direct selling,Googlepay,C000012509,0,23178,,Contract Purchase Orders (CPO),,
24880,S22979,24/5/2019,Direct selling,Googlepay,C000012510,0,23179,,Contract Purchase Orders (CPO),,
24881,S22980,10/6/2019,Direct selling,Googlepay,C000012511,0,23180,,Contract Purchase Orders (CPO),,
24882,S22981,14/6/2019,Direct selling,Googlepay,C000012512,0,23181,,Contract Purchase Orders (CPO),,
24883,S22982,18/6/2019,Direct selling,Googlepay,C000012513,0,23182,,Contract Purchase Orders (CPO),,
24884,S22983,10/1/2019,Direct selling,Googlepay,C000012514,0,23183,,Contract Purchase Orders (CPO),,
24885,S22984,14/1/2019,Direct selling,Googlepay,C000012515,0,23184,,Contract Purchase Orders (CPO),,
24886,S22985,2/2/2019,Direct selling,Googlepay,C000012516,0,23185,,Contract Purchase Orders (CPO),,
24887,S22986,10/2/2019,Direct selling,Googlepay,C000012517,0,23186,,Contract Purchase Orders (CPO),,
24888,S22987,27/2/2019,Direct selling,Googlepay,C000012518,0,23187,,Contract Purchase Orders (CPO),,
24889,S22988,15/3/2019,Direct selling,Googlepay,C000012519,0,23188,,Contract Purchase Orders (CPO),,
24890,S22989,28/3/2019,Direct selling,Googlepay,C000012520,0,23189,,Contract Purchase Orders (CPO),,
24891,S22990,29/3/2019,Direct selling,Googlepay,C000012521,0,23190,,Contract Purchase Orders (CPO),,
24892,S22991,1/4/2019,Direct selling,Googlepay,C000012522,0,23191,,Contract Purchase Orders (CPO),,
24893,S22992,6/4/2019,Direct selling,Googlepay,C000012523,0,23192,,Contract Purchase Orders (CPO),,
24894,S22993,10/4/2019,Direct selling,Googlepay,C000012524,0,23193,,Contract Purchase Orders (CPO),,
24895,S22994,10/5/2019,Direct selling,Googlepay,C000012525,0,23194,,Contract Purchase Orders (CPO),,
24896,S22995,17/5/2019,Direct selling,Googlepay,C000012526,0,23195,,Contract Purchase Orders (CPO),,
24897,S22996,20/5/2019,Direct selling,Googlepay,C000012527,0,23196,,Contract Purchase Orders (CPO),,
24898,S22997,22/5/2019,Direct selling,Googlepay,C000012528,0,23197,,Contract Purchase Orders (CPO),,
24899,S22998,23/5/2019,Direct selling,Googlepay,C000012529,0,23198,,Contract Purchase Orders (CPO),,
24900,S22999,24/5/2019,Direct selling,Googlepay,C000012530,0,23199,,Contract Purchase Orders (CPO),,
24901,S23000,10/6/2019,Direct selling,Googlepay,C000012531,0,23200,,Contract Purchase Orders (CPO),,
24902,S23001,14/6/2019,Direct selling,Googlepay,C000012532,0,23201,,Contract Purchase Orders (CPO),,
24903,S23002,18/6/2019,Direct selling,Googlepay,C000012533,0,23202,,Contract Purchase Orders (CPO),,
24904,S23003,10/1/2019,Direct selling,Googlepay,C000012534,0,23203,,Contract Purchase Orders (CPO),,
24905,S23004,14/1/2019,Direct selling,Googlepay,C000012535,0,23204,,Contract Purchase Orders (CPO),,
24906,S23005,2/2/2019,Direct selling,Googlepay,C000012536,0,23205,,Contract Purchase Orders (CPO),,
24907,S23006,10/2/2019,Direct selling,Googlepay,C000012537,0,23206,,Contract Purchase Orders (CPO),,
24908,S23007,27/2/2019,Direct selling,Googlepay,C000012538,0,23207,,Contract Purchase Orders (CPO),,
24909,S23008,15/3/2019,Direct selling,Googlepay,C000012539,0,23208,,Contract Purchase Orders (CPO),,
24910,S23009,28/3/2019,Direct selling,Googlepay,C000012540,0,23209,,Contract Purchase Orders (CPO),,
24911,S23010,29/3/2019,Direct selling,Googlepay,C000012541,0,23210,,Contract Purchase Orders (CPO),,
24912,S23011,1/4/2019,Direct selling,Googlepay,C000012542,0,23211,,Contract Purchase Orders (CPO),,
24913,S23012,6/4/2019,Direct selling,Googlepay,C000012543,0,23212,,Contract Purchase Orders (CPO),,
24914,S23013,10/4/2019,Direct selling,Googlepay,C000012544,0,23213,,Contract Purchase Orders (CPO),,
24915,S23014,10/5/2019,Direct selling,Googlepay,C000012545,0,23214,,Contract Purchase Orders (CPO),,
24916,S23015,17/5/2019,Direct selling,Googlepay,C000012546,0,23215,,Contract Purchase Orders (CPO),,
24917,S23016,20/5/2019,Direct selling,Googlepay,C000012547,0,23216,,Contract Purchase Orders (CPO),,
24918,S23017,22/5/2019,Direct selling,Googlepay,C000012548,0,23217,,Contract Purchase Orders (CPO),,
24919,S23018,23/5/2019,Direct selling,Googlepay,C000012549,0,23218,,Contract Purchase Orders (CPO),,
24920,S23019,24/5/2019,Direct selling,Googlepay,C000012550,0,23219,,Contract Purchase Orders (CPO),,
24921,S23020,10/6/2019,Direct selling,Googlepay,C000012551,0,23220,,Contract Purchase Orders (CPO),,
24922,S23021,14/6/2019,Direct selling,Googlepay,C000012552,0,23221,,Contract Purchase Orders (CPO),,
24923,S23022,18/6/2019,Direct selling,Googlepay,C000012553,0,23222,,Contract Purchase Orders (CPO),,
24924,S23023,10/1/2019,Direct selling,Googlepay,C000012554,0,23223,,Contract Purchase Orders (CPO),,
24925,S23024,14/1/2019,Direct selling,Googlepay,C000012555,0,23224,,Contract Purchase Orders (CPO),,
24926,S23025,2/2/2019,Direct selling,Googlepay,C000012556,0,23225,,Contract Purchase Orders (CPO),,
24927,S23026,10/2/2019,Direct selling,Googlepay,C000012557,0,23226,,Contract Purchase Orders (CPO),,
24928,S23027,27/2/2019,Direct selling,Googlepay,C000012558,0,23227,,Contract Purchase Orders (CPO),,
24929,S23028,15/3/2019,Direct selling,Googlepay,C000012559,0,23228,,Contract Purchase Orders (CPO),,
24930,S23029,28/3/2019,Direct selling,Googlepay,C000012560,0,23229,,Contract Purchase Orders (CPO),,
24931,S23030,29/3/2019,Direct selling,Googlepay,C000012561,0,23230,,Contract Purchase Orders (CPO),,
