CardRefundID,RefundDate,Amount,ReturnOrderID
CR19723,2/17/2012,18996,24723
CR19724,1/9/2013,19196,24724
CR19725,2/12/2013,19396,24725
CR19726,6/29/2012,19596,24726
CR19727,7/31/2013,19796,24727
CR19728,9/18/2012,17996,24728
CR19729,5/18/2011,18196,24729
CR19730,10/21/2014,18396,24730
CR19731,12/31/2014,18596,24731
CR19732,9/2/2014,18796,24732
CR19733,11/6/2014,18996,24733
CR19734,5/16/2013,19196,24734
CR19735,9/19/2013,19396,24735
CR19736,12/19/2013,19596,24736
CR19737,11/10/2012,19796,24737
CR19738,11/17/2013,17996,24738
CR19739,10/30/2014,18196,24739
CR19740,1/30/2013,18396,24740
CR19741,1/26/2012,18596,24741
CR19742,12/20/2014,18796,24742
CR19743,1/6/2012,18996,24743
CR19744,6/13/2014,19196,24744
CR19745,9/1/2011,19396,24745
CR19746,7/30/2013,19596,24746
CR19747,10/16/2013,19796,24747
CR19748,6/1/2012,17996,24748
CR19749,7/18/2014,18196,24749
CR19750,9/19/2014,18396,24750
CR19751,10/5/2012,18596,24751
CR19752,5/6/2014,18796,24752
CR19753,1/8/2015,18996,24753
CR19754,8/29/2013,19196,24754
CR19755,1/8/2014,19396,24755
CR19756,6/21/2013,19596,24756
CR19757,1/8/2013,19796,24757
CR19758,11/13/2012,17996,24758
CR19759,6/20/2013,18196,24759
CR19760,1/2/2015,18396,24760
CR19761,11/22/2014,18596,24761
CR19762,5/2/2012,18796,24762
CR19763,11/16/2011,18996,24763
CR19764,11/6/2013,19196,24764
CR19765,9/14/2014,19396,24765
CR19766,1/29/2013,19596,24766
CR19767,1/4/2015,19796,24767
CR19768,12/18/2011,17996,24768
CR19769,9/25/2014,18196,24769
CR19770,5/9/2014,18396,24770
CR19771,6/8/2014,18596,24771
CR19772,9/26/2014,18796,24772
CR19773,11/10/2012,18996,24773
CR19774,5/29/2014,19196,24774
CR19775,5/17/2012,19396,24775
CR19776,8/12/2011,19596,24776
CR19777,4/23/2011,19796,24777
CR19778,7/8/2014,17996,24778
CR19779,7/27/2013,18196,24779
CR19780,9/24/2014,18396,24780
CR19781,1/11/2012,18596,24781
CR19782,6/15/2013,18796,24782
CR19783,4/5/2014,18996,24783
CR19784,9/4/2014,19196,24784
CR19785,10/19/2012,19396,24785
CR19786,12/12/2013,19596,24786
CR19787,5/15/2013,19796,24787
CR19788,1/19/2012,17996,24788
CR19789,11/13/2011,18196,24789
CR19790,12/23/2011,18396,24790
CR19791,12/6/2013,18596,24791
CR19792,10/8/2011,18796,24792
CR19793,2/1/2011,18996,24793
CR19794,4/30/2014,19196,24794
CR19795,6/18/2014,19396,24795
CR19796,11/29/2014,19596,24796
CR19797,7/30/2013,19796,24797
CR19798,1/5/2013,17996,24798
CR19799,5/10/2014,18196,24799
CR19800,6/18/2013,18396,24800
CR19801,3/12/2013,18596,24801
CR19802,3/29/2011,18796,24802
CR19803,7/29/2012,18996,24803
CR19804,10/20/2011,19196,24804
CR19805,2/8/2011,19396,24805
CR19806,4/17/2012,19596,24806
CR19807,9/21/2011,19796,24807
CR19808,9/21/2011,17996,24808
CR19809,10/21/2011,18196,24809
CR19810,11/16/2013,18396,24810
CR19811,9/28/2012,18596,24811
CR19812,10/10/2014,18796,24812
CR19813,8/19/2011,18996,24813
CR19814,1/4/2013,19196,24814
CR19815,11/26/2014,19396,24815
CR19816,12/18/2011,19596,24816
CR19817,2/28/2013,19796,24817
CR19818,1/8/2014,17996,24818
CR19819,10/21/2014,18196,24819
CR19820,8/31/2012,18396,24820
CR19821,12/13/2011,18596,24821
CR19822,1/27/2011,18796,24822
CR19823,12/4/2014,18996,24823
CR19824,9/27/2011,19196,24824
CR19825,3/18/2014,19396,24825
CR19826,8/12/2014,19596,24826
CR19827,9/2/2014,19796,24827
CR19828,1/5/2013,17996,24828
CR19829,8/30/2013,18196,24829
CR19830,4/20/2013,18396,24830
CR19831,5/15/2014,18596,24831
CR19832,1/4/2014,18796,24832
CR19833,5/22/2013,18996,24833
CR19834,3/21/2012,19196,24834
CR19835,6/26/2013,19396,24835
CR19836,5/17/2012,19596,24836
CR19837,10/4/2014,19796,24837
CR19838,1/22/2011,17996,24838
CR19839,1/4/2015,18196,24839
CR19840,3/28/2014,18396,24840
CR19841,5/28/2014,18596,24841
CR19842,5/31/2014,18796,24842
CR19843,9/22/2011,18996,24843
CR19844,7/3/2014,19196,24844
CR19845,9/17/2011,19396,24845
CR19846,6/22/2013,19596,24846
CR19847,6/14/2012,19796,24847
CR19848,10/28/2011,17996,24848
CR19849,3/22/2014,18196,24849
CR19850,12/14/2012,18396,24850
CR19851,10/12/2014,18596,24851
CR19852,2/13/2013,18796,24852
CR19853,9/9/2014,18996,24853
CR19854,6/26/2012,19196,24854
CR19855,10/5/2011,19396,24855
CR19856,11/22/2012,19596,24856
CR19857,11/17/2013,19796,24857
CR19858,11/6/2012,17996,24858
CR19859,3/21/2013,18196,24859
CR19860,12/10/2014,18396,24860
CR19861,5/3/2014,18596,24861
CR19862,1/24/2013,18796,24862
CR19863,12/16/2011,18996,24863
CR19864,2/24/2011,19196,24864
CR19865,8/28/2014,19396,24865
CR19866,9/28/2011,19596,24866
CR19867,9/14/2011,19796,24867
CR19868,10/3/2014,17996,24868
CR19869,4/27/2012,18196,24869
CR19870,10/31/2014,18396,24870
CR19871,1/1/2015,18596,24871
CR19872,1/4/2012,18796,24872
CR19873,9/29/2013,18996,24873
CR19874,9/11/2012,19196,24874
CR19875,8/1/2012,19396,24875
CR19876,11/19/2011,19596,24876
CR19877,9/5/2014,19796,24877
CR19878,11/3/2012,17996,24878
CR19879,9/14/2012,18196,24879
CR19880,12/28/2011,18396,24880
CR19881,9/30/2012,18596,24881
CR19882,8/19/2014,18796,24882
CR19883,11/24/2012,18996,24883
CR19884,10/10/2014,19196,24884
CR19885,3/23/2014,19396,24885
CR19886,11/23/2012,19596,24886
CR19887,9/27/2014,19796,24887
CR19888,7/29/2011,17996,24888
CR19889,10/8/2011,18196,24889
CR19890,9/4/2014,18396,24890
CR19891,10/13/2011,18596,24891
CR19892,10/5/2011,18796,24892
CR19893,4/12/2014,18996,24893
CR19894,7/8/2014,19196,24894
CR19895,12/24/2014,19396,24895
CR19896,12/31/2014,19596,24896
CR19897,5/17/2011,19796,24897
CR19898,7/28/2011,17996,24898
CR19899,5/19/2011,18196,24899
CR19900,8/3/2011,18396,24900
CR19901,11/16/2013,18596,24901
CR19902,11/13/2012,18796,24902
CR19903,8/10/2011,18996,24903
CR19904,5/15/2013,19196,24904
CR19905,9/3/2011,19396,24905
CR19906,12/18/2011,19596,24906
CR19907,11/1/2014,19796,24907
CR19908,1/26/2012,17996,24908
CR19909,2/16/2011,18196,24909
CR19910,4/17/2014,18396,24910
CR19911,7/31/2013,18596,24911
CR19912,10/31/2014,18796,24912
CR19913,11/28/2014,18996,24913
CR19914,4/5/2012,19196,24914
CR19915,9/8/2011,19396,24915
CR19916,12/25/2011,19596,24916
CR19917,12/5/2012,19796,24917
CR19918,1/6/2015,17996,24918
CR19919,12/31/2013,18196,24919
CR19920,1/12/2014,18396,24920
CR19921,6/14/2012,18596,24921
CR19922,2/9/2013,18796,24922
CR19923,9/16/2011,18996,24923
CR19924,6/17/2012,19196,24924
CR19925,4/2/2014,19396,24925
CR19926,9/20/2014,19596,24926
CR19927,8/24/2013,19796,24927
CR19928,12/23/2014,17996,24928
CR19929,11/9/2011,18196,24929
CR19930,6/27/2013,18396,24930
CR19931,6/1/2011,18596,24931
CR19932,9/5/2014,18796,24932
CR19933,12/6/2012,18996,24933
CR19934,11/15/2013,19196,24934
CR19935,2/24/2013,19396,24935
CR19936,10/30/2014,19596,24936
CR19937,11/26/2013,19796,24937
CR19938,9/9/2014,17996,24938
CR19939,5/10/2014,18196,24939
CR19940,11/1/2012,18396,24940
CR19941,5/23/2013,18596,24941
CR19942,11/6/2014,18796,24942
CR19943,2/1/2012,18996,24943
CR19944,8/26/2014,19196,24944
CR19945,9/19/2013,19396,24945
CR19946,4/26/2014,19596,24946
CR19947,10/23/2012,19796,24947
CR19948,10/16/2011,17996,24948
CR19949,2/18/2014,18196,24949
CR19950,1/11/2011,18396,24950
CR19951,6/20/2012,18596,24951
CR19952,8/14/2013,18796,24952
CR19953,7/23/2014,18996,24953
CR19954,8/14/2012,19196,24954
CR19955,8/24/2012,19396,24955
CR19956,9/27/2011,19596,24956
CR19957,6/9/2012,19796,24957
CR19958,7/4/2012,17996,24958
CR19959,10/3/2012,18196,24959
CR19960,11/23/2012,18396,24960
CR19961,11/8/2011,18596,24961
CR19962,12/5/2014,18796,24962
CR19963,6/7/2013,18996,24963
CR19964,7/3/2013,19196,24964
CR19965,10/12/2014,19396,24965
CR19966,10/23/2013,19596,24966
CR19967,4/28/2012,19796,24967
CR19968,11/23/2012,17996,24968
CR19969,11/15/2011,18196,24969
CR19970,6/19/2013,18396,24970
CR19971,8/20/2013,18596,24971
CR19972,3/16/2012,18796,24972
CR19973,3/27/2014,18996,24973
CR19974,6/9/2012,19196,24974
CR19975,11/27/2014,19396,24975
CR19976,6/7/2013,19596,24976
CR19977,6/7/2014,19796,24977
CR19978,1/3/2012,17996,24978
CR19979,11/11/2012,18196,24979
CR19980,6/20/2013,18396,24980
CR19981,6/5/2013,18596,24981
CR19982,9/14/2013,18796,24982
CR19983,7/2/2014,18996,24983
CR19984,3/26/2014,19196,24984
CR19985,7/18/2014,19396,24985
CR19986,11/26/2014,19596,24986
CR19987,3/15/2014,19796,24987
CR19988,4/2/2013,17996,24988
CR19989,5/14/2011,18196,24989
CR19990,9/17/2011,18396,24990
CR19991,5/21/2013,18596,24991
CR19992,5/27/2014,18796,24992
CR19993,6/28/2011,18996,24993
CR19994,12/4/2013,19196,24994
CR19995,5/25/2013,19396,24995
CR19996,10/10/2013,19596,24996
CR19997,9/22/2012,19796,24997
CR19998,1/5/2012,17996,24998
CR19999,11/18/2012,18196,24999
CR20000,11/24/2014,18396,25000
CR20001,10/7/2012,18596,25001
CR20002,11/6/2013,18796,25002
CR20003,6/26/2014,18996,25003
CR20004,6/12/2014,19196,25004
CR20005,6/15/2011,19396,25005
CR20006,9/9/2014,19596,25006
CR20007,8/23/2014,19796,25007
CR20008,9/13/2013,17996,25008
CR20009,10/4/2014,18196,25009
CR20010,11/13/2012,18396,25010
CR20011,2/27/2014,18596,25011
CR20012,3/12/2013,18796,25012
CR20013,2/20/2011,18996,25013
CR20014,11/21/2012,19196,25014
CR20015,1/24/2013,19396,25015
CR20016,12/11/2013,19596,25016
CR20017,7/2/2014,19796,25017
CR20018,7/7/2012,17996,25018
CR20019,12/30/2012,18196,25019
CR20020,4/21/2014,18396,25020
CR20021,9/12/2014,18596,25021
CR20022,6/29/2013,18796,25022
CR20023,8/10/2012,18996,25023
CR20024,12/5/2012,19196,25024
CR20025,10/21/2014,19396,25025
CR20026,9/3/2011,19596,25026
CR20027,11/29/2013,19796,25027
CR20028,7/3/2013,17996,25028
CR20029,11/27/2013,18196,25029
CR20030,6/16/2011,18396,25030
CR20031,2/3/2011,18596,25031
CR20032,8/18/2012,18796,25032
CR20033,11/27/2014,18996,25033
CR20034,9/10/2011,19196,25034
CR20035,3/2/2013,19396,25035
CR20036,12/28/2013,19596,25036
CR20037,11/12/2014,19796,25037
CR20038,9/3/2014,17996,25038
CR20039,6/14/2011,18196,25039
CR20040,12/27/2014,18396,25040
CR20041,12/7/2013,18596,25041
CR20042,9/24/2013,18796,25042
CR20043,6/22/2014,18996,25043
CR20044,9/12/2014,19196,25044
CR20045,1/19/2011,19396,25045
CR20046,8/21/2012,19596,25046
CR20047,5/23/2013,19796,25047
CR20048,5/31/2012,17996,25048
CR20049,3/12/2014,18196,25049
CR20050,10/3/2013,18396,25050
CR20051,9/22/2011,18596,25051
CR20052,8/19/2011,18796,25052
CR20053,6/27/2013,18996,25053
CR20054,3/23/2011,19196,25054
CR20055,12/19/2013,19396,25055
CR20056,9/1/2014,19596,25056
CR20057,7/14/2012,19796,25057
CR20058,9/10/2011,17996,25058
CR20059,6/13/2012,18196,25059
CR20060,7/30/2013,18396,25060
CR20061,3/2/2012,18596,25061
CR20062,8/19/2014,18796,25062
CR20063,12/4/2014,18996,25063
CR20064,7/26/2013,19196,25064
CR20065,9/22/2012,19396,25065
CR20066,8/7/2013,19596,25066
CR20067,10/15/2011,19796,25067
CR20068,12/13/2014,17996,25068
CR20069,1/1/2013,18196,25069
CR20070,7/8/2012,18396,25070
CR20071,11/30/2013,18596,25071
CR20072,12/3/2012,18796,25072
CR20073,5/11/2013,18996,25073
CR20074,5/10/2014,19196,25074
CR20075,6/23/2013,19396,25075
CR20076,5/10/2014,19596,25076
CR20077,4/10/2014,19796,25077
CR20078,5/28/2014,17996,25078
CR20079,1/3/2015,18196,25079
CR20080,4/16/2014,18396,25080
CR20081,10/28/2011,18596,25081
CR20082,10/24/2014,18796,25082
CR20083,6/14/2011,18996,25083
CR20084,2/19/2014,19196,25084
CR20085,12/2/2014,19396,25085
CR20086,12/26/2014,19596,25086
CR20087,12/14/2011,19796,25087
CR20088,11/28/2014,17996,25088
CR20089,12/28/2012,18196,25089
CR20090,5/22/2014,18396,25090
CR20091,11/25/2014,18596,25091
CR20092,6/12/2011,18796,25092
CR20093,5/11/2012,18996,25093
CR20094,10/2/2014,19196,25094
CR20095,7/8/2014,19396,25095
CR20096,3/15/2013,19596,25096
CR20097,10/9/2014,19796,25097
CR20098,5/29/2014,17996,25098
CR20099,9/2/2011,18196,25099
CR20100,12/13/2014,18396,25100
CR20101,4/21/2013,18596,25101
CR20102,6/30/2013,18796,25102
CR20103,10/20/2013,18996,25103
CR20104,6/15/2013,19196,25104
CR20105,10/26/2013,19396,25105
CR20106,7/3/2014,19596,25106
CR20107,2/18/2011,19796,25107
CR20108,5/19/2011,17996,25108
CR20109,2/23/2014,18196,25109
CR20110,12/13/2014,18396,25110
CR20111,6/28/2014,18596,25111
CR20112,12/15/2013,18796,25112
CR20113,4/15/2014,18996,25113
CR20114,9/21/2012,19196,25114
CR20115,8/11/2012,19396,25115
CR20116,4/4/2012,19596,25116
CR20117,8/28/2013,19796,25117
CR20118,4/18/2013,17996,25118
CR20119,2/21/2013,18196,25119
CR20120,11/22/2012,18396,25120
CR20121,11/15/2011,18596,25121
CR20122,8/3/2014,18796,25122
CR20123,9/13/2013,18996,25123
CR20124,10/8/2014,19196,25124
CR20125,1/3/2015,19396,25125
CR20126,8/20/2011,19596,25126
CR20127,10/3/2013,19796,25127
CR20128,10/23/2013,17996,25128
CR20129,8/23/2011,18196,25129
CR20130,7/2/2014,18396,25130
CR20131,2/12/2014,18596,25131
CR20132,9/21/2013,18796,25132
CR20133,9/19/2014,18996,25133
CR20134,9/28/2014,19196,25134
CR20135,11/14/2013,19396,25135
CR20136,6/19/2014,19596,25136
CR20137,9/26/2014,19796,25137
CR20138,7/26/2012,17996,25138
CR20139,3/19/2014,18196,25139
CR20140,10/3/2013,18396,25140
CR20141,10/28/2012,18596,25141
CR20142,9/2/2014,18796,25142
CR20143,9/27/2012,18996,25143
CR20144,4/24/2012,19196,25144
CR20145,4/19/2013,19396,25145
CR20146,11/8/2014,19596,25146
CR20147,5/24/2014,19796,25147
CR20148,8/27/2014,17996,25148
CR20149,12/22/2012,18196,25149
CR20150,8/22/2012,18396,25150
CR20151,6/30/2011,18596,25151
CR20152,5/17/2011,18796,25152
CR20153,1/24/2014,18996,25153
CR20154,6/14/2011,19196,25154
CR20155,7/9/2014,19396,25155
CR20156,8/12/2014,19596,25156
CR20157,2/3/2013,19796,25157
CR20158,6/16/2012,17996,25158
CR20159,12/28/2012,18196,25159
CR20160,3/9/2011,18396,25160
CR20161,11/26/2013,18596,25161
CR20162,7/5/2014,18796,25162
CR20163,12/9/2011,18996,25163
CR20164,7/31/2013,19196,25164
CR20165,12/9/2014,19396,25165
CR20166,7/24/2012,19596,25166
CR20167,2/21/2013,19796,25167
CR20168,10/31/2014,17996,25168
CR20169,4/29/2014,18196,25169
CR20170,12/6/2014,18396,25170
CR20171,11/11/2014,18596,25171
CR20172,8/21/2013,18796,25172
CR20173,8/1/2012,18996,25173
CR20174,5/13/2014,19196,25174
CR20175,4/11/2014,19396,25175
CR20176,12/4/2012,19596,25176
CR20177,10/30/2011,19796,25177
CR20178,11/28/2014,17996,25178
CR20179,6/24/2014,18196,25179
CR20180,1/4/2012,18396,25180
CR20181,9/14/2013,18596,25181
CR20182,4/21/2012,18796,25182
CR20183,10/10/2014,18996,25183
CR20184,8/23/2014,19196,25184
CR20185,12/15/2012,19396,25185
CR20186,4/17/2014,19596,25186
CR20187,7/7/2012,19796,25187
CR20188,7/31/2014,17996,25188
CR20189,2/18/2011,18196,25189
CR20190,1/8/2014,18396,25190
CR20191,11/22/2013,18596,25191
CR20192,11/24/2012,18796,25192
CR20193,9/17/2014,18996,25193
CR20194,11/25/2012,19196,25194
CR20195,2/2/2012,19396,25195
CR20196,11/10/2013,19596,25196
CR20197,1/31/2014,19796,25197
CR20198,8/30/2014,17996,25198
CR20199,5/25/2013,18196,25199
CR20200,9/15/2012,18396,25200
CR20201,2/24/2011,18596,25201
CR20202,5/23/2012,18796,25202
CR20203,4/11/2014,18996,25203
CR20204,6/26/2011,19196,25204
CR20205,12/4/2012,19396,25205
CR20206,12/28/2013,19596,25206
CR20207,12/15/2012,19796,25207
CR20208,7/8/2013,17996,25208
CR20209,11/18/2014,18196,25209
CR20210,1/8/2012,18396,25210
CR20211,9/13/2014,18596,25211
CR20212,1/4/2014,18796,25212
CR20213,8/19/2014,18996,25213
CR20214,7/1/2014,19196,25214
CR20215,12/9/2011,19396,25215
CR20216,10/15/2011,19596,25216
CR20217,11/20/2014,19796,25217
CR20218,2/22/2014,17996,25218
CR20219,8/21/2014,18196,25219
CR20220,6/26/2011,18396,25220
CR20221,10/1/2014,18596,25221
CR20222,12/28/2011,18796,25222
CR20223,11/9/2012,18996,25223
CR20224,4/2/2011,19196,25224
CR20225,8/9/2012,19396,25225
CR20226,2/14/2014,19596,25226
CR20227,11/24/2012,19796,25227
CR20228,2/21/2014,17996,25228
CR20229,9/25/2012,18196,25229
CR20230,11/6/2011,18396,25230
CR20231,3/8/2014,18596,25231
CR20232,4/3/2012,18796,25232
CR20233,1/27/2012,18996,25233
CR20234,3/29/2014,19196,25234
CR20235,9/10/2012,19396,25235
CR20236,5/23/2014,19596,25236
CR20237,6/25/2011,19796,25237
CR20238,3/11/2014,17996,25238
CR20239,9/11/2014,18196,25239
CR20240,9/12/2012,18396,25240
CR20241,11/28/2012,18596,25241
CR20242,5/4/2011,18796,25242
CR20243,4/10/2014,18996,25243
CR20244,8/31/2013,19196,25244
CR20245,12/10/2013,19396,25245
CR20246,11/10/2012,19596,25246
CR20247,9/29/2012,19796,25247
CR20248,3/22/2013,17996,25248
CR20249,5/6/2011,18196,25249
CR20250,6/22/2014,18396,25250
CR20251,2/3/2011,18596,25251
CR20252,7/17/2014,18796,25252
CR20253,11/26/2011,18996,25253
CR20254,3/19/2011,19196,25254
CR20255,6/19/2012,19396,25255
CR20256,4/18/2014,19596,25256
CR20257,7/8/2014,19796,25257
CR20258,12/23/2011,17996,25258
CR20259,4/3/2012,18196,25259
CR20260,12/3/2011,18396,25260
CR20261,2/26/2011,18596,25261
CR20262,7/2/2011,18796,25262
CR20263,6/2/2012,18996,25263
CR20264,9/12/2014,19196,25264
CR20265,10/14/2014,19396,25265
CR20266,11/20/2014,19596,25266
CR20267,10/31/2014,19796,25267
CR20268,9/14/2014,17996,25268
CR20269,10/31/2013,18196,25269
CR20270,1/7/2014,18396,25270
CR20271,5/9/2013,18596,25271
CR20272,4/16/2014,18796,25272
CR20273,8/29/2014,18996,25273
CR20274,10/8/2013,19196,25274
CR20275,6/14/2014,19396,25275
CR20276,1/1/2014,19596,25276
CR20277,7/3/2014,19796,25277
CR20278,12/1/2011,17996,25278
CR20279,12/6/2014,18196,25279
CR20280,5/1/2014,18396,25280
CR20281,5/16/2013,18596,25281
CR20282,4/28/2013,18796,25282
CR20283,12/22/2011,18996,25283
CR20284,7/25/2012,19196,25284
CR20285,5/10/2014,19396,25285
CR20286,9/12/2013,19596,25286
CR20287,5/19/2014,19796,25287
CR20288,9/27/2013,17996,25288
CR20289,5/3/2013,18196,25289
CR20290,11/28/2014,18396,25290
CR20291,2/10/2012,18596,25291
CR20292,1/23/2014,18796,25292
CR20293,10/26/2014,18996,25293
CR20294,3/15/2014,19196,25294
CR20295,12/29/2012,19396,25295
CR20296,7/16/2013,19596,25296
CR20297,12/4/2014,19796,25297
CR20298,5/31/2014,17996,25298
CR20299,3/21/2013,18196,25299
CR20300,5/16/2014,18396,25300
CR20301,8/16/2011,18596,25301
CR20302,6/13/2014,18796,25302
CR20303,7/14/2013,18996,25303
CR20304,6/25/2011,19196,25304
CR20305,11/27/2013,19396,25305
CR20306,3/16/2014,19596,25306
CR20307,1/5/2015,19796,25307
CR20308,9/18/2013,17996,25308
CR20309,11/9/2013,18196,25309
CR20310,7/1/2014,18396,25310
CR20311,8/7/2012,18596,25311
CR20312,2/21/2014,18796,25312
CR20313,6/10/2014,18996,25313
CR20314,7/2/2013,19196,25314
CR20315,1/25/2013,19396,25315
CR20316,5/28/2014,19596,25316
CR20317,6/5/2013,19796,25317
CR20318,9/17/2011,17996,25318
CR20319,8/2/2011,18196,25319
CR20320,12/27/2013,18396,25320
CR20321,12/6/2012,18596,25321
CR20322,1/3/2013,18796,25322
CR20323,8/10/2012,18996,25323
CR20324,10/21/2011,19196,25324
CR20325,3/16/2014,19396,25325
CR20326,9/9/2014,19596,25326
CR20327,11/25/2014,19796,25327
CR20328,9/18/2014,17996,25328
CR20329,2/2/2012,18196,25329
CR20330,4/20/2011,18396,25330
CR20331,6/10/2012,18596,25331
CR20332,12/20/2013,18796,25332
CR20333,11/28/2014,18996,25333
CR20334,4/19/2013,19196,25334
CR20335,8/31/2012,19396,25335
CR20336,1/2/2014,19596,25336
CR20337,1/30/2014,19796,25337
CR20338,5/14/2013,17996,25338
CR20339,12/15/2013,18196,25339
CR20340,8/3/2013,18396,25340
CR20341,3/17/2013,18596,25341
CR20342,9/26/2014,18796,25342
CR20343,9/3/2014,18996,25343
CR20344,6/12/2014,19196,25344
CR20345,2/18/2012,19396,25345
CR20346,1/4/2013,19596,25346
CR20347,11/25/2014,19796,25347
CR20348,7/31/2013,17996,25348
CR20349,3/20/2013,18196,25349
CR20350,9/20/2014,18396,25350
CR20351,10/6/2012,18596,25351
CR20352,9/3/2013,18796,25352
CR20353,12/7/2014,18996,25353
CR20354,7/16/2013,19196,25354
CR20355,11/17/2012,19396,25355
CR20356,8/16/2011,19596,25356
CR20357,5/14/2014,19796,25357
CR20358,12/9/2012,17996,25358
CR20359,2/11/2014,18196,25359
CR20360,10/6/2012,18396,25360
CR20361,6/28/2014,18596,25361
CR20362,9/5/2012,18796,25362
CR20363,3/28/2012,18996,25363
CR20364,6/20/2013,19196,25364
CR20365,9/19/2013,19396,25365
CR20366,11/20/2012,19596,25366
CR20367,9/8/2011,19796,25367
CR20368,10/9/2012,17996,25368
CR20369,10/10/2013,18196,25369
CR20370,9/19/2014,18396,25370
CR20371,11/8/2012,18596,25371
CR20372,8/29/2012,18796,25372
CR20373,9/30/2014,18996,25373
CR20374,5/15/2012,19196,25374
CR20375,5/31/2012,19396,25375
CR20376,8/20/2014,19596,25376
CR20377,8/28/2014,19796,25377
CR20378,12/10/2014,17996,25378
CR20379,9/8/2013,18196,25379
CR20380,11/18/2011,18396,25380
CR20381,6/19/2013,18596,25381
CR20382,1/4/2014,18796,25382
CR20383,9/11/2013,18996,25383
CR20384,1/5/2012,19196,25384
CR20385,12/14/2011,19396,25385
CR20386,11/8/2012,19596,25386
CR20387,3/23/2011,19796,25387
CR20388,1/1/2013,17996,25388
CR20389,4/5/2014,18196,25389
CR20390,12/13/2011,18396,25390
CR20391,7/4/2014,18596,25391
CR20392,4/29/2012,18796,25392
CR20393,11/11/2014,18996,25393
CR20394,8/5/2014,19196,25394
CR20395,1/19/2012,19396,25395
CR20396,8/12/2014,19596,25396
CR20397,12/14/2013,19796,25397
CR20398,2/26/2012,17996,25398
CR20399,6/7/2013,18196,25399
CR20400,10/12/2013,18396,25400
CR20401,10/10/2013,18596,25401
CR20402,12/17/2014,18796,25402
CR20403,7/11/2013,18996,25403
CR20404,10/27/2014,19196,25404
CR20405,8/18/2011,19396,25405
CR20406,8/31/2012,19596,25406
CR20407,7/9/2014,19796,25407
CR20408,7/7/2012,17996,25408
CR20409,8/11/2011,18196,25409
CR20410,7/12/2014,18396,25410
CR20411,4/5/2011,18596,25411
CR20412,1/31/2013,18796,25412
CR20413,11/26/2013,18996,25413
CR20414,11/19/2013,19196,25414
CR20415,4/22/2011,19396,25415
CR20416,5/24/2013,19596,25416
CR20417,5/2/2013,19796,25417
CR20418,8/24/2014,17996,25418
CR20419,1/8/2013,18196,25419
CR20420,9/17/2011,18396,25420
CR20421,6/16/2013,18596,25421
CR20422,6/18/2014,18796,25422
CR20423,4/15/2013,18996,25423
CR20424,12/31/2011,19196,25424
CR20425,9/6/2013,19396,25425
CR20426,5/21/2011,19596,25426
CR20427,6/27/2012,19796,25427
CR20428,8/5/2014,17996,25428
CR20429,10/1/2011,18196,25429
CR20430,7/6/2014,18396,25430
CR20431,8/10/2011,18596,25431
CR20432,12/14/2014,18796,25432
CR20433,10/27/2011,18996,25433
CR20434,12/17/2013,19196,25434
CR20435,4/4/2012,19396,25435
CR20436,11/17/2012,19596,25436
CR20437,10/26/2014,19796,25437
CR20438,3/20/2011,17996,25438
CR20439,11/8/2014,18196,25439
CR20440,8/5/2012,18396,25440
CR20441,11/11/2012,18596,25441
CR20442,7/27/2013,18796,25442
CR20443,11/3/2011,18996,25443
CR20444,10/31/2013,19196,25444
CR20445,9/19/2013,19396,25445
CR20446,6/26/2013,19596,25446
CR20447,12/17/2014,19796,25447
CR20448,9/11/2013,17996,25448
CR20449,10/18/2013,18196,25449
CR20450,10/11/2011,18396,25450
CR20451,8/5/2014,18596,25451
CR20452,12/20/2012,18796,25452
CR20453,11/8/2012,18996,25453
CR20454,3/31/2013,19196,25454
CR20455,4/24/2012,19396,25455
CR20456,3/23/2011,19596,25456
CR20457,12/23/2014,19796,25457
CR20458,5/16/2014,17996,25458
CR20459,10/27/2014,18196,25459
CR20460,12/8/2012,18396,25460
CR20461,8/2/2012,18596,25461
CR20462,6/17/2014,18796,25462
CR20463,11/14/2014,18996,25463
CR20464,12/20/2013,19196,25464
CR20465,9/16/2011,19396,25465
CR20466,9/17/2013,19596,25466
CR20467,9/13/2014,19796,25467
CR20468,11/21/2014,17996,25468
CR20469,10/3/2014,18196,25469
CR20470,12/11/2013,18396,25470
CR20471,6/29/2014,18596,25471
CR20472,9/3/2011,18796,25472
CR20473,9/19/2013,18996,25473
CR20474,12/5/2014,19196,25474
CR20475,7/30/2014,19396,25475
CR20476,7/7/2013,19596,25476
CR20477,3/29/2014,19796,25477
CR20478,12/20/2013,17996,25478
CR20479,6/15/2013,18196,25479
CR20480,7/15/2012,18396,25480
CR20481,3/29/2011,18596,25481
CR20482,7/20/2012,18796,25482
CR20483,3/2/2014,18996,25483
CR20484,11/29/2013,19196,25484
CR20485,1/4/2013,19396,25485
CR20486,12/13/2012,19596,25486
CR20487,12/10/2011,19796,25487
CR20488,9/22/2013,17996,25488
CR20489,6/21/2014,18196,25489
CR20490,10/2/2012,18396,25490
CR20491,4/6/2013,18596,25491
CR20492,4/18/2012,18796,25492
CR20493,9/3/2014,18996,25493
CR20494,9/14/2012,19196,25494
CR20495,8/16/2011,19396,25495
CR20496,11/29/2014,19596,25496
CR20497,3/1/2013,19796,25497
CR20498,10/27/2012,17996,25498
